what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352252311
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1364352253609
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352257476
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1364352261832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352275694
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352355358
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352355502
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352382922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352383982
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352385595
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1364352391981
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1364352392332
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1364352392700
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352415005
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352415845
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352420002
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352421977
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352422597
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352424860
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352426708
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352427181
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352429545
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352431282
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352431753
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352433460
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352436522
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352437215
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352441272
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352443351
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352444985
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352445355
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352447919
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352449642
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352450018
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352452594
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352454830
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352460052
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352463176
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352465033
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352482466
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1364352482861
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352483119
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1364352483166
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352483286
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352488225
activated,editor,org.eclipse.jst.jsp.ui,1.1.501.v201008232032,"org.eclipse.jst.jsp.core.jspsource.source",1364352490230
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1364352491338
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352491671
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1364352491720
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352491842
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352495417
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352496744
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1364352496793
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352499951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352501497
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1364352501546
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352503569
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1364352504933
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.textStart",1364352507593
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352507897
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1364352507942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352508043
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352511815
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352513518
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1364352513564
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352513885
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352515483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352520592
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1364352520637
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352520736
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1364352526441
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1364352559057
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1364352560768
